Year,Zone,Sex,Age Group,Population,Prevalence,Crude Prevalence Rate
2020,Zone 3 - Eastern,M,60 to 69,14334,875,6.1
2020,Zone 3 - Eastern,M,70 to 79,9873,587,5.95
2020,Zone 3 - Eastern,M,80 +,4460,286,6.41
2020,Zone 2 - Northern,F,0 to 9,6222,207,3.33
2020,Zone 2 - Northern,F,10 to 19,8214,967,11.77
2020,Zone 2 - Northern,F,20 to 29,8785,1622,18.46
2020,Zone 2 - Northern,F,30 to 39,9473,1418,14.97
2020,Zone 2 - Northern,F,40 to 49,10541,1379,13.08
2020,Zone 2 - Northern,F,50 to 59,12700,1496,11.78
2020,Zone 2 - Northern,F,60 to 69,12977,1446,11.14
2020,Zone 2 - Northern,F,70 to 79,9006,1021,11.34
2020,Zone 2 - Northern,F,80 +,5571,494,8.87
2020,Zone 2 - Northern,M,0 to 9,6650,341,5.13
2020,Zone 2 - Northern,M,10 to 19,8461,1294,15.29
2020,Zone 2 - Northern,M,20 to 29,9444,2120,22.45
2020,Zone 2 - Northern,M,30 to 39,9436,1266,13.42
2020,Zone 2 - Northern,M,40 to 49,10271,744,7.24
2020,Zone 2 - Northern,M,50 to 59,12423,748,6.02
2020,Zone 2 - Northern,M,60 to 69,12504,758,6.06
2020,Zone 2 - Northern,M,70 to 79,8517,493,5.79
2020,Zone 2 - Northern,M,80 +,3874,218,5.63
2020,Zone 1 - Western,F,0 to 9,7795,300,3.85
2020,Zone 1 - Western,F,10 to 19,9604,1294,13.47
2020,Zone 1 - Western,F,20 to 29,10939,2082,19.03
2020,Zone 1 - Western,F,30 to 39,12187,1817,14.91
2020,Zone 1 - Western,F,40 to 49,13085,1720,13.14
2020,Zone 1 - Western,F,50 to 59,17343,2074,11.96
2020,Zone 1 - Western,F,60 to 69,18781,2184,11.63
2020,Zone 1 - Western,F,70 to 79,13487,1613,11.96
2020,Zone 1 - Western,F,80 +,8250,739,8.96
2020,Zone 1 - Western,M,0 to 9,8144,424,5.21
2020,Zone 1 - Western,M,10 to 19,10043,1647,16.4
2020,Zone 1 - Western,M,20 to 29,11568,2583,22.33
2020,Zone 1 - Western,M,30 to 39,11737,1644,14.01
2020,Zone 1 - Western,M,40 to 49,12460,946,7.59
2020,Zone 1 - Western,M,50 to 59,16739,1158,6.92
2020,Zone 1 - Western,M,60 to 69,17973,1156,6.43
2020,Zone 1 - Western,M,70 to 79,12663,896,7.08
2020,Zone 1 - Western,M,80 +,5925,389,6.57
2021,Zone 4 - Central,F,0 to 9,21159,734,3.47
2021,Zone 4 - Central,F,10 to 19,24637,2663,10.81
2021,Zone 4 - Central,F,20 to 29,35499,5309,14.96
2021,Zone 4 - Central,F,30 to 39,41614,5705,13.71
2021,Zone 4 - Central,F,40 to 49,36951,4834,13.08
2021,Zone 4 - Central,F,50 to 59,37259,5020,13.47
2021,Zone 4 - Central,F,60 to 69,34108,4720,13.84
2021,Zone 4 - Central,F,70 to 79,22582,3177,14.07
2021,Zone 4 - Central,F,80 +,12963,1429,11.02
2021,Zone 4 - Central,M,0 to 9,22180,1197,5.4
2021,Zone 4 - Central,M,10 to 19,26074,3711,14.23
2021,Zone 4 - Central,M,20 to 29,36016,6481,17.99
2021,Zone 4 - Central,M,30 to 39,40266,5485,13.62
2021,Zone 4 - Central,M,40 to 49,35492,2870,8.09
2021,Zone 4 - Central,M,50 to 59,35885,2709,7.55
2021,Zone 4 - Central,M,60 to 69,32116,2434,7.58
2021,Zone 4 - Central,M,70 to 79,19888,1577,7.93
2021,Zone 4 - Central,M,80 +,8920,641,7.19
2021,Zone 3 - Eastern,F,0 to 9,6401,251,3.92
2021,Zone 3 - Eastern,F,10 to 19,8274,943,11.4
2021,Zone 3 - Eastern,F,20 to 29,9910,1806,18.22
2021,Zone 3 - Eastern,F,30 to 39,10086,1505,14.92
2021,Zone 3 - Eastern,F,40 to 49,10464,1257,12.01
2021,Zone 3 - Eastern,F,50 to 59,12992,1353,10.41
2021,Zone 3 - Eastern,F,60 to 69,15135,1536,10.15
2021,Zone 3 - Eastern,F,70 to 79,10912,1198,10.98
2021,Zone 3 - Eastern,F,80 +,6804,610,8.97
2021,Zone 3 - Eastern,M,0 to 9,6609,373,5.64
2021,Zone 3 - Eastern,M,10 to 19,8709,1353,15.54
2021,Zone 3 - Eastern,M,20 to 29,10613,2327,21.93
2021,Zone 3 - Eastern,M,30 to 39,10441,1579,15.12
2021,Zone 3 - Eastern,M,40 to 49,10340,809,7.82
2021,Zone 3 - Eastern,M,50 to 59,12639,775,6.13
2021,Zone 3 - Eastern,M,60 to 69,14521,887,6.11
2021,Zone 3 - Eastern,M,70 to 79,10255,637,6.21
2021,Zone 3 - Eastern,M,80 +,4708,295,6.27
2021,Zone 2 - Northern,F,0 to 9,6165,188,3.05
2021,Zone 2 - Northern,F,10 to 19,8295,894,10.78
2021,Zone 2 - Northern,F,20 to 29,8787,1582,18
2021,Zone 2 - Northern,F,30 to 39,9728,1493,15.35
2021,Zone 2 - Northern,F,40 to 49,10528,1405,13.35
2021,Zone 2 - Northern,F,50 to 59,12632,1488,11.78
2021,Zone 2 - Northern,F,60 to 69,13373,1497,11.19
2021,Zone 2 - Northern,F,70 to 79,9400,1072,11.4
2021,Zone 2 - Northern,F,80 +,5756,521,9.05
2021,Zone 2 - Northern,M,0 to 9,6625,312,4.71
2021,Zone 2 - Northern,M,10 to 19,8556,1190,13.91
2021,Zone 2 - Northern,M,20 to 29,9438,2095,22.2
2021,Zone 2 - Northern,M,30 to 39,9777,1403,14.35
2021,Zone 2 - Northern,M,40 to 49,10160,745,7.33
2021,Zone 2 - Northern,M,50 to 59,12394,757,6.11
2021,Zone 2 - Northern,M,60 to 69,12827,784,6.11
2021,Zone 2 - Northern,M,70 to 79,8817,524,5.94
2021,Zone 2 - Northern,M,80 +,4090,218,5.33
2021,Zone 1 - Western,F,0 to 9,7823,265,3.39
2021,Zone 1 - Western,F,10 to 19,9766,1202,12.31
2021,Zone 1 - Western,F,20 to 29,11039,2044,18.52
2021,Zone 1 - Western,F,30 to 39,12630,1893,14.99
2021,Zone 1 - Western,F,40 to 49,13141,1744,13.27
2021,Zone 1 - Western,F,50 to 59,17185,2055,11.96
2021,Zone 1 - Western,F,60 to 69,19451,2260,11.62
2021,Zone 1 - Western,F,70 to 79,14079,1727,12.27
2021,Zone 1 - Western,F,80 +,8488,763,8.99
2021,Zone 1 - Western,M,0 to 9,8197,402,4.9
2021,Zone 1 - Western,M,10 to 19,10243,1517,14.81
2021,Zone 1 - Western,M,20 to 29,11618,2568,22.1
2021,Zone 1 - Western,M,30 to 39,12184,1790,14.69
2021,Zone 1 - Western,M,40 to 49,12655,988,7.81
2021,Zone 1 - Western,M,50 to 59,16417,1155,7.04
2021,Zone 1 - Western,M,60 to 69,18572,1206,6.49
2021,Zone 1 - Western,M,70 to 79,13155,945,7.18
2021,Zone 1 - Western,M,80 +,6206,419,6.75
2022,Zone 4 - Central,F,0 to 9,22096,785,3.55
2022,Zone 4 - Central,F,10 to 19,25777,2543,9.87
2022,Zone 4 - Central,F,20 to 29,35574,5015,14.1
2022,Zone 4 - Central,F,30 to 39,44340,5953,13.43
2022,Zone 4 - Central,F,40 to 49,38687,4967,12.84
2022,Zone 4 - Central,F,50 to 59,37169,4951,13.32
2022,Zone 4 - Central,F,60 to 69,35323,4911,13.9
2022,Zone 4 - Central,F,70 to 79,23520,3337,14.19
2022,Zone 4 - Central,F,80 +,13449,1571,11.68
2022,Zone 4 - Central,M,0 to 9,23100,1266,5.48
2022,Zone 4 - Central,M,10 to 19,27368,3510,12.83
2022,Zone 4 - Central,M,20 to 29,35843,6268,17.49
2022,Zone 4 - Central,M,30 to 39,43045,5882,13.66
2022,Zone 4 - Central,M,40 to 49,37256,3034,8.14
2022,Zone 4 - Central,M,50 to 59,35942,2709,7.54
2022,Zone 4 - Central,M,60 to 69,33468,2579,7.71
2022,Zone 4 - Central,M,70 to 79,20670,1658,8.02
2022,Zone 4 - Central,M,80 +,9460,718,7.59
2022,Zone 3 - Eastern,F,0 to 9,6459,235,3.64
2022,Zone 3 - Eastern,F,10 to 19,8380,872,10.41
2022,Zone 3 - Eastern,F,20 to 29,10060,1772,17.61
2022,Zone 3 - Eastern,F,30 to 39,10692,1587,14.84
2022,Zone 3 - Eastern,F,40 to 49,10574,1259,11.91
2022,Zone 3 - Eastern,F,50 to 59,12631,1351,10.7
2022,Zone 3 - Eastern,F,60 to 69,15412,1510,9.8
2022,Zone 3 - Eastern,F,70 to 79,11288,1263,11.19
2022,Zone 3 - Eastern,F,80 +,6994,638,9.12
2022,Zone 3 - Eastern,M,0 to 9,6737,358,5.31
2022,Zone 3 - Eastern,M,10 to 19,8768,1276,14.55
2022,Zone 3 - Eastern,M,20 to 29,10631,2267,21.32
2022,Zone 3 - Eastern,M,30 to 39,10972,1739,15.85
2022,Zone 3 - Eastern,M,40 to 49,10559,856,8.11
2022,Zone 3 - Eastern,M,50 to 59,12334,760,6.16
2022,Zone 3 - Eastern,M,60 to 69,14624,905,6.19
2022,Zone 3 - Eastern,M,70 to 79,10650,662,6.22
2022,Zone 3 - Eastern,M,80 +,4954,305,6.16
2022,Zone 2 - Northern,F,0 to 9,6207,206,3.32
2022,Zone 2 - Northern,F,10 to 19,8356,819,9.8
2022,Zone 2 - Northern,F,20 to 29,8746,1532,17.52
2022,Zone 2 - Northern,F,30 to 39,9997,1563,15.63
2022,Zone 2 - Northern,F,40 to 49,10619,1414,13.32
2022,Zone 2 - Northern,F,50 to 59,12503,1469,11.75
2022,Zone 2 - Northern,F,60 to 69,13668,1524,11.15
2022,Zone 2 - Northern,F,70 to 79,9763,1114,11.41
2022,Zone 2 - Northern,F,80 +,5899,562,9.53
2022,Zone 2 - Northern,M,0 to 9,6654,331,4.97
2022,Zone 2 - Northern,M,10 to 19,8679,1105,12.73
2022,Zone 2 - Northern,M,20 to 29,9319,2074,22.26
2022,Zone 2 - Northern,M,30 to 39,10095,1523,15.09
2022,Zone 2 - Northern,M,40 to 49,10200,785,7.7
2022,Zone 2 - Northern,M,50 to 59,12340,751,6.09
2022,Zone 2 - Northern,M,60 to 69,13019,825,6.34
2022,Zone 2 - Northern,M,70 to 79,9133,531,5.81
2022,Zone 2 - Northern,M,80 +,4271,235,5.5
2022,Zone 1 - Western,F,0 to 9,7865,299,3.8
2022,Zone 1 - Western,F,10 to 19,9896,1103,11.15
2022,Zone 1 - Western,F,20 to 29,11085,2000,18.04
2022,Zone 1 - Western,F,30 to 39,13021,1965,15.09
2022,Zone 1 - Western,F,40 to 49,13347,1762,13.2
2022,Zone 1 - Western,F,50 to 59,16888,2042,12.09
2022,Zone 1 - Western,F,60 to 69,19986,2301,11.51
2022,Zone 1 - Western,F,70 to 79,14508,1813,12.5
2022,Zone 1 - Western,F,80 +,8857,832,9.39
2022,Zone 1 - Western,M,0 to 9,8290,422,5.09
2022,Zone 1 - Western,M,10 to 19,10461,1405,13.43
2022,Zone 1 - Western,M,20 to 29,11574,2537,21.92
2022,Zone 1 - Western,M,30 to 39,12653,1968,15.55
2022,Zone 1 - Western,M,40 to 49,12816,1001,7.81
2022,Zone 1 - Western,M,50 to 59,16264,1159,7.13
2022,Zone 1 - Western,M,60 to 69,18973,1236,6.51
2022,Zone 1 - Western,M,70 to 79,13598,979,7.2
2022,Zone 1 - Western,M,80 +,6462,449,6.95
